Courts,Facility ID,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Surface Type,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
3,2082330,2,2,2,2,2,2,1,1,0,,2,999,1,1,1,1,1,,1,1,1,1,1,4002,4,5,,1,,,,2016-01-25,,2023-06-29 14:36:06,0,12,1,1,1000036,2,2008,0,,521192,176608,51.47547,-0.2563225,Commercial Management,Commercial,Registered Membership use,Public Access
4,2082539,2,2,2,2,2,2,1,1,0,,1,,1,1,1,1,1,,1,1,1,0,1,4001,4,3,,1,2008-05-17,,,,,2024-02-26 10:07:01,1,12,1,1,1038723,2,2008,0,2010,535856,211040,51.78155,-0.03196055,Community Organisation,Others,Sports Club / Community Association,Public Access
2,2082666,2,2,2,2,2,2,1,1,1,2009,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2023-11-14 11:52:09,0,12,1,1,1011219,2,2008,0,,432189,381153,53.32634,-1.518179,Commercial Management,Commercial,Pay and Play,Public Access
5,2082974,2,2,2,2,2,2,4,1,1,2012,0,,1,1,1,1,1,Parking: 5 Bays,1,1,1,1,1,4002,4,3,,1,,,,,,2023-10-18 09:51:23,0,12,1,1,1000024,2,1989,0,,526608,191361,51.60687,-0.1730804,Commercial Management,Commercial,Registered Membership use,Public Access
5,2084386,2,2,2,2,2,2,1,1,1,2009,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2023-08-14 08:11:45,0,12,1,1,1100529,2,2008,0,,520676,176258,51.47243,-0.2638754,Commercial Management,Commercial,Pay and Play,Public Access
4,2084656,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-05-14 17:09:53,0,12,1,1,1006759,2,2009,0,,613712,310070,52.64627,1.157653,School/College/University (in house),Education,Pay and Play,Public Access
4,2085301,2,2,2,2,2,2,1,1,1,2017,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2024-05-17 07:56:03,0,12,1,1,1002925,2,2009,0,,523342,211738,51.79071,-0.2130262,Trust,Trust,Pay and Play,Public Access
2,2086821,2,2,2,2,2,2,1,1,1,2011,0,,1,0,1,1,1,,1,1,0,1,1,4001,4,3,,1,,,,,,2023-10-10 13:08:02,0,12,1,1,1008041,2,2003,0,,442019,445070,53.90012,-1.362009,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,2087701,2,2,2,2,2,2,3,1,1,2012,0,,1,1,1,0,1,,1,0,0,0,1,4004,4,3,,1,,,,,,2024-04-24 07:59:28,1,12,1,1,1039764,2,1970,0,2012,389912,334167,52.90486,-2.151429,School/College/University (in house),Education,Sports Club / Community Association,Public Access
4,2091945,2,2,2,2,2,2,10,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-12-14 13:20:11,0,12,1,1,1019136,2,2008,0,,388364,216522,51.84718,-2.170316,Commercial Management,Commercial,Registered Membership use,Public Access
1,2096380,2,2,2,2,2,2,1,1,0,,2,999,1,0,1,1,1,,1,1,0,0,1,4002,4,5,,1,,,,2016-07-01,,2016-07-15 12:03:01,0,12,1,1,1203778,2,2005,0,,386089,180024,51.51896,-2.201876,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,2097616,2,2,2,2,2,2,1,1,0,,1,,1,1,1,1,1,Parking: 2 Designated bays,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-15 10:34:23,0,12,1,1,1010993,2,2010,0,,378108,246063,52.11246,-2.321093,Trust,Trust,Sports Club / Community Association,Public Access
4,2098254,2,2,2,2,2,2,3,1,1,2008,0,,1,1,1,1,1,,1,1,0,0,1,4001,4,3,,1,,,,,,2024-06-20 07:16:59,0,12,1,1,1207086,2,2008,0,,177621,34417,50.16796,-5.115385,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,2215091,2,2,2,2,2,2,3,1,1,2015,0,,1,1,1,1,1,,1,1,0,1,1,4001,4,3,,1,,,,,,2023-07-21 12:41:12,0,12,1,1,1204578,2,1996,0,,513289,161018,51.33698,-0.3750521,School/College/University (in house),Education,Sports Club / Community Association,Public Access
3,2220074,2,2,2,2,2,2,1,1,1,2005,0,,1,1,1,1,1,Parking: 2 Bays,1,1,1,0,1,4003,4,3,,1,,,,,,2024-02-06 14:16:00,1,12,1,1,1206529,2,2002,1,2015,145871,31396,50.12809,-5.55711,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,4021640,2,2,2,2,2,2,1,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2005-12-01,,2006-03-13 00:00:00,0,12,1,1,1000226,3,1995,0,,537864,179439,51.49709,-0.01531281,Not Known,Not Known,Registered Membership use,Public Access
4,4021663,2,2,2,2,2,2,5,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,4001,4,5,,1,,,,2007-02-01,,2023-08-09 12:35:45,0,12,1,1,1000831,3,2001,0,,535333,207211,51.74726,-0.04103253,Not Known,Not Known,Registered Membership use,Public Access
2,4021671,2,2,2,2,2,2,1,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2004-09-01,,2005-03-11 00:00:00,2,12,1,1,1001542,3,1994,0,,588054,241068,52.03614,0.7402974,Not Known,Not Known,Pay and Play,Public Access
4,4021718,2,2,2,2,2,2,1,1,1,2006,2,999,0,0,0,0,0,,0,0,0,0,0,4001,4,5,,1,,,,2007-07-20,,2007-07-16 00:00:00,1,12,1,1,1005311,3,1991,0,2003,623745,307193,52.61641,1.303745,Not Known,Not Known,Pay and Play,Public Access
4,4021745,2,2,2,2,2,2,7,1,1,2005,2,999,0,0,0,0,0,,0,0,0,0,0,4002,4,5,,1,,,,2005-12-01,,2023-12-04 10:18:51,0,12,1,1,1011212,3,2002,0,,451245,516616,54.54223,-1.209438,Not Known,Not Known,Pay and Play,Public Access
2,4021798,2,2,2,2,2,2,3,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,4001,4,5,,1,,,,2008-01-01,,2023-10-25 15:51:59,1,12,1,1,1011260,3,1958,0,1998,507146,430947,53.76389,-0.3760727,Not Known,Not Known,Pay and Play,Public Access
2,4021799,2,2,2,2,2,2,3,1,2,,0,999,1,0,1,1,1,,1,1,1,0,1,4001,4,5,,1,,,,2007-05-01,,2024-02-22 11:58:41,0,12,1,1,1011261,2,1987,0,,478521,137940,51.13536,-0.8790842,Not Known,Not Known,Sports Club / Community Association,Public Access
2,4021816,2,2,2,2,2,2,3,1,1,2002,2,999,1,1,1,1,1,,1,1,1,1,1,4002,4,5,,1,,,,2005-08-01,,2024-02-28 10:47:13,0,12,1,1,1011277,2,1992,0,,426686,322929,52.80328,-1.605601,Not Known,Not Known,Sports Club / Community Association,Public Access
2,4026041,2,2,2,2,2,2,10,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,4002,4,5,,1,,,,2008-10-01,,2008-10-28 00:00:00,1,12,1,1,1013910,3,1934,0,1980,440727,354961,53.09034,-1.393329,Not Known,Not Known,Pay and Play,Public Access
3,4026059,2,2,2,2,2,2,1,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,4002,4,5,,1,,,,2008-02-01,,2008-08-19 00:00:00,1,12,1,1,1013912,3,1985,0,2002,474600,318800,52.76168,-0.8959235,Not Known,Not Known,Pay and Play,Public Access
3,4026063,2,2,2,2,2,2,10,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,4002,4,5,,1,,,,2006-01-01,,2006-01-09 00:00:00,1,12,1,1,1013906,3,1992,0,2004,476300,261600,52.24731,-0.8838254,Not Known,Not Known,Pay and Play,Public Access
3,4029104,2,2,2,2,2,2,1,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,4001,4,5,,1,,,,2005-03-01,,2023-07-28 14:37:11,2,12,1,1,1004901,3,1988,0,,545927,255513,52.17859,0.1328218,Not Known,Not Known,Pay and Play,Public Access
3,4040086,2,2,2,2,2,2,10,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-27 08:06:53,0,12,1,1,1019149,2,2012,0,,389083,257559,52.21615,-2.161188,Commercial Management,Commercial,Registered Membership use,Public Access
2,4070883,2,2,2,2,2,2,1,1,1,2020,0,101,1,1,1,1,1,,1,1,1,1,1,4004,4,5,,1,,,,2016-08-31,,2023-11-01 15:00:17,0,12,1,1,1035909,2,2010,0,,544994,209781,51.76794,0.09988455,Trust,Trust,Pay and Play,Public Access
4,4085492,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-01-04 09:50:01,0,12,1,1,1039386,2,2014,0,,537740,185717,51.55354,-0.01464454,Trust,Trust,Pay and Play,Public Access
4,4090088,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-22 14:41:33,0,12,1,1,1040160,2,2010,0,,532414,389470,53.38551,-0.01054399,Commercial Management,Commercial,Sports Club / Community Association,Public Access
2,4099871,2,2,2,2,2,2,1,1,0,,0,,0,0,1,1,0,* No lift upstairs. Installing 2020.  Installing Disabled WC 2020,1,0,1,1,1,4002,4,3,,1,,,,,,2024-05-08 15:59:37,0,12,1,1,1036080,2,2010,0,,541204,169687,51.40863,0.0288806,Sport Club,Others,Sports Club / Community Association,Public Access
1,4099931,2,2,2,2,2,2,9,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-30 11:20:37,0,12,1,1,1042031,2,2007,0,,494623,141370,51.16376,-0.6481056,Sport Club,Others,Pay and Play,Public Access
2,4099932,2,2,2,2,2,2,7,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-30 11:20:38,0,12,1,1,1042031,2,2007,0,,494623,141370,51.16376,-0.6481056,Sport Club,Others,Pay and Play,Public Access
4,4100241,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,4004,4,3,,1,,,,,,2023-06-07 10:09:06,0,12,1,1,1005843,2,2011,0,,369991,312309,52.70762,-2.445588,Local Authority (in house),Local Authority,Pay and Play,Public Access
1,4100380,2,2,2,2,2,2,4,1,1,2009,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-10 13:18:53,1,12,1,1,1000029,2,1996,0,2004,547225,171391,51.42242,0.1161054,Commercial Management,Commercial,Registered Membership use,Public Access
3,4100576,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-01-03 14:29:31,0,12,1,1,1010113,2,2010,0,,296418,91015,50.70951,-3.468384,Commercial Management,Commercial,Registered Membership use,Public Access
3,4100677,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,Ramps.,1,0,0,0,1,4004,4,3,,1,,,,,,2023-07-05 10:24:35,0,12,1,1,1207362,2,2010,0,,392213,320905,52.78568,-2.116895,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,4104407,2,2,2,2,2,2,10,1,0,,0,,1,1,1,1,1,lift on site.,1,1,1,0,1,4002,4,3,,1,,,,,,2023-08-22 10:49:29,0,12,1,1,1003366,2,2002,0,,523684,163302,51.35534,-0.2251064,Commercial Management,Commercial,Registered Membership use,Public Access
3,4104469,2,2,2,2,2,2,10,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,,2023-11-09 08:33:34,1,12,1,1,1000500,2,1998,0,2013,436551,335725,52.91772,-1.457848,Commercial Management,Commercial,Registered Membership use,Public Access
4,4104902,2,2,2,2,2,2,5,1,1,2011,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-30 12:17:19,1,12,1,1,1000115,2,1997,0,2010,429693,438696,53.84368,-1.550204,Commercial Management,Commercial,Registered Membership use,Public Access
10,4106990,2,2,2,2,2,2,3,1,1,2016,1,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,"Courts repainted - 2015
Changing Room Showers Refurbished - 2016
Courts repainted - 2019
Indoor lights replaced - 2019",1,1988-11-01,,,,,2024-05-15 10:05:42,0,12,1,1,1042670,2,1988,0,,545544,208026,51.75203,0.107125,Sport Club,Others,Sports Club / Community Association,Public Access
1,4107189,2,2,2,2,2,2,1,1,1,2014,0,,0,0,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,,2023-06-08 08:42:56,1,12,1,1,1204830,2,1989,0,2014,465410,181891,51.53215,-1.058393,School/College/University (in house),Education,Registered Membership use,Public Access
1,4107884,2,2,2,2,2,2,9,1,1,2007,0,101,1,1,1,1,1,,1,1,1,0,1,4004,4,5,,1,,,,2022-07-01,,2023-08-23 11:35:47,0,12,1,1,1036615,2,1995,0,,389739,144308,51.19789,-2.148228,Commercial Management,Commercial,Registered Membership use,Public Access
2,4108932,2,2,2,2,2,2,3,1,1,2014,0,,1,1,1,1,1,Parking: 10 bays,1,1,1,0,1,4002,4,3,,1,,,,,,2023-10-31 17:12:31,1,12,1,1,1000023,2,1992,0,2014,542894,194296,51.62934,0.06313322,Commercial Management,Commercial,Registered Membership use,Public Access
2,4109122,2,2,2,2,2,2,4,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,,2023-10-31 17:19:54,1,4,9,2,1000028,2,1997,0,2018,487017,240161,52.05302,-0.7323686,Commercial Management,Commercial,Registered Membership use,Public Access
4,4109124,2,2,2,2,2,2,1,1,1,2014,0,,1,1,1,1,1,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-17 11:37:18,1,12,1,1,1000017,2,1989,0,2021,523730,168911,51.40574,-0.2224867,Commercial Management,Commercial,Registered Membership use,Public Access
2,4109128,2,2,2,2,2,2,10,1,1,2007,2,101,1,1,1,1,1,,1,1,1,0,1,4002,4,5,,1,,,,2018-02-08,,2023-08-24 11:24:01,1,12,1,1,1000503,2,1999,0,2014,454575,341306,52.96637,-1.18888,Commercial Management,Commercial,Registered Membership use,Public Access
2,4109138,2,2,2,2,2,2,10,1,1,2005,0,,1,1,1,1,1,"Parking: 8 Designated Bays, Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",1,1,1,1,1,4002,4,3,,1,,,,,,2023-05-12 12:27:52,0,12,1,1,1000082,2,1998,0,,436630,552400,54.86506,-1.430842,Commercial Management,Commercial,Registered Membership use,Public Access
4,4109225,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-01 12:11:00,0,12,1,1,1204212,2,2011,0,,431634,567954,55.00516,-1.506972,School/College/University (in house),Education,Pay and Play,Public Access
4,4110048,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,4004,4,3,,1,,,,,,2023-05-22 12:27:29,0,12,1,1,1203579,2,2011,0,,366933,82683,50.64288,-2.46901,School/College/University (in house),Education,Pay and Play,Public Access
3,4110935,2,2,2,2,2,2,7,1,1,2011,1,,1,1,1,1,1,,0,1,1,1,1,4002,4,3,,1,,,,,,2024-03-06 09:52:58,1,4,10,2,1011238,2,1998,0,2013,524486,172133,51.43453,-0.2104905,Sport Club,Others,Registered Membership use,Public Access
1,4113992,2,2,2,2,2,2,1,1,0,,0,999,1,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2011-07-01,,2024-03-06 15:20:42,0,12,1,1,1037896,1,1997,0,,358596,526938,54.63586,-2.642967,Not Known,Not Known,Pay and Play,Public Access
4,4114151,2,2,2,2,2,2,4,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,,2023-09-26 11:44:57,0,12,1,1,30009648,2,2011,0,,521093,180416,51.50971,-0.2564538,Commercial Management,Commercial,Registered Membership use,Public Access
2,4114310,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-16 13:39:09,0,12,1,1,1005317,2,2006,0,,620818,311303,52.65449,1.263325,Commercial Management,Commercial,Registered Membership use,Public Access
4,4114407,2,2,2,2,2,2,1,1,1,2014,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2024-04-24 10:54:02,1,12,1,1,1000032,2,1997,0,2015,400790,94011,50.7457,-1.990149,Commercial Management,Commercial,Registered Membership use,Public Access
1,4114619,2,2,2,2,2,2,9,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,4,,1,,,,,,2023-12-14 13:20:14,0,12,1,1,1019136,2,2008,0,,388364,216522,51.84718,-2.170316,Commercial Management,Commercial,Registered Membership use,Public Access
2,4115503,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,Parking: 2 Designated Parking Bays,1,1,1,0,1,4002,4,3,,1,,,,,,2023-08-31 13:01:04,0,12,1,1,1002776,2,2012,0,,541251,109421,50.86704,0.005945798,Sport Club,Others,Registered Membership use,Public Access
6,4115722,2,2,2,2,2,2,2,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-06-15 09:21:24,1,12,1,1,1000035,2,2012,0,2014,406019,284556,52.45893,-1.91284,Sport Club,Others,Registered Membership use,Public Access
2,4117934,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,Lift,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-21 16:15:02,0,12,1,1,1000094,2,2012,0,,434833,277049,52.39038,-1.489565,Commercial Management,Commercial,Registered Membership use,Public Access
2,4117986,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-09-04 10:37:28,0,12,1,1,1011229,2,2013,0,,525006,114841,50.9195,-0.2229168,Commercial Management,Commercial,Registered Membership use,Public Access
3,4127322,2,2,2,2,2,2,9,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-10-20 13:10:22,1,12,1,1,1005098,2,1999,1,2013,462054,450135,53.94363,-1.056114,School/College/University (in house),Education,Pay and Play,Public Access
4,4127331,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-09-20 11:00:56,1,12,1,1,30009618,2,2013,0,2020,613238,160012,51.29929,1.057497,School/College/University (in house),Education,Registered Membership use,Public Access
2,4127332,2,2,2,2,2,2,1,1,1,2013,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-06-28 08:59:10,0,12,1,1,1002690,2,2010,0,,249806,59866,50.4194,-4.115565,Commercial Management,Commercial,Registered Membership use,Public Access
3,4127333,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2023-10-31 14:37:05,0,12,1,1,1000056,2,2013,0,,384611,406660,53.55635,-2.233766,Commercial Management,Commercial,Registered Membership use,Public Access
4,4135569,2,2,2,2,2,2,1,1,1,2022,1,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,2018-01-01,,,,,2023-11-08 13:05:59,0,12,1,1,1059342,2,2017,0,,243331,125176,51.00458,-4.234389,Sport Club,Others,Pay and Play,Public Access
2,4136027,2,2,2,2,2,2,4,1,1,2014,0,,1,1,1,1,1,Parking: 10 bays,1,1,1,0,1,4002,4,3,,1,,,,,,2023-10-31 17:12:32,0,12,1,1,1000023,2,2002,0,,542894,194296,51.62934,0.06313322,Commercial Management,Commercial,Registered Membership use,Public Access
5,4148131,2,2,2,2,2,2,4,1,1,2012,0,,1,1,1,1,1,"Parking: 5 disabled bays, Finding/Reaching Entrance: Ramps, wide entrance, Reception Area: Clear view, Doorways: Automated entrance doors and wide corridors, Changing Facilities: Specific disabled changing area, Activity Areas: Accessible lifts, Toilets: 2 Unisex Disabled toilets, Social Areas: Ample space, Spectator Areas: Very open space, Emergency Exits: All areas have waiting areas",1,1,1,1,1,4004,4,3,,1,,,,,,2023-07-06 11:22:08,1,12,1,1,1000050,2,2000,0,2016,536638,167969,51.39431,-0.03738806,Commercial Management,Commercial,Registered Membership use,Public Access
6,30001070,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,2016-01-25 16:18:32,2024-02-23 14:04:18,0,12,1,1,30002695,2,2016,0,,523503,167837,51.39614,-0.2261242,Sport Club,Others,Pay and Play,Public Access
3,30001782,2,2,2,2,2,2,1,0,0,,0,,1,1,1,1,1,Parking: 6 Spaces,1,1,1,0,1,4001,4,3,,1,,,,,2016-03-02 11:43:20,2023-09-29 10:26:10,0,12,1,1,1000167,2,2000,1,,507881,191574,51.61267,-0.4433364,Commercial Management,Commercial,Registered Membership use,Public Access
3,30003400,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,2016-05-06 12:37:38,2024-05-20 11:15:22,0,12,1,1,1201314,2,2015,0,,336947,396592,53.4623,-2.951168,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,30005031,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2016-06-17 15:46:08,2024-02-27 11:10:29,0,12,1,1,30003744,2,2016,0,,435285,144244,51.19633,-1.496392,Sport Club,Others,Sports Club / Community Association,Public Access
2,30005520,2,2,2,2,2,2,1,1,1,2017,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2016-07-05 11:14:32,2023-11-07 12:36:32,0,12,1,1,1205163,2,1992,1,,387039,107370,50.86568,-2.185536,School/College/University (in house),Education,Sports Club / Community Association,Public Access
4,30006054,2,2,2,2,2,2,1,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,2016-07-19 15:13:42,2024-02-27 12:14:04,0,12,1,1,30004088,2,2015,1,,525973,189765,51.59267,-0.1828186,Sport Club,Others,Sports Club / Community Association,Public Access
4,30007632,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,"Sports dome also houses 4 netball, 4 basketball and 4 handball courts.",1,,,,,2016-11-09 16:23:57,2023-11-08 10:36:48,0,12,1,1,1008877,2,2014,0,,486342,105691,50.8443,-0.7749904,School/College/University (in house),Education,Private Use,Private
2,30007799,2,2,2,2,2,2,1,1,1,2021,0,,1,0,1,1,0,Wheelchair Tennis is standard part of coaching programme,1,1,1,1,0,4004,4,3,,1,2016-06-01,,,,2016-11-28 15:52:04,2023-12-01 12:26:41,0,12,1,1,1103123,2,2016,1,,516945,299928,52.58461,-0.2753381,Sport Club,Others,Pay and Play,Public Access
4,30007904,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2016-12-05 11:15:09,2023-08-18 10:34:43,0,12,1,1,30002508,2,1999,1,,446285,164894,51.38122,-1.336302,Commercial Management,Commercial,Registered Membership use,Public Access
6,30008338,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,2017-01-18 12:29:44,2023-08-18 15:26:13,1,12,1,1,1011205,2,2003,0,2020,544474,165128,51.36685,0.07401262,Trust,Trust,Sports Club / Community Association,Public Access
3,30008344,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4002,4,3,,1,,,,,2017-01-18 16:47:18,2023-09-14 15:53:37,0,12,1,1,1205398,2,2000,1,,486287,179572,51.50851,-0.7580559,Trust,Trust,Pay and Play,Public Access
2,30008419,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,2017-01-25 15:52:46,2023-08-10 10:56:45,0,12,1,1,1100159,2,2000,0,,253969,94758,50.73402,-4.070712,Commercial Management,Commercial,Pay and Play,Public Access
4,30010336,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,4002,4,3,1 netball court overmarked,1,,,,,2017-03-09 11:02:22,2024-05-30 10:09:57,0,4,10,2,1003779,2,2017,0,,603017,223691,51.87484,0.9478933,School/College/University (in house),Education,Pay and Play,Public Access
3,30011303,2,2,2,2,2,2,10,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,2017-04-25 16:39:46,2024-01-08 16:01:07,0,12,1,1,30006050,2,2017,0,,503900,251287,52.15012,-0.4828493,Commercial Management,Commercial,Registered Membership use,Public Access
2,30011564,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,4001,4,3,,1,,,,,2017-05-26 10:52:01,2024-01-30 08:51:12,0,12,1,1,1201118,2,2017,0,,369009,439041,53.84669,-2.472519,School/College/University (in house),Education,Pay and Play,Public Access
2,30011639,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,2017-06-12 16:12:12,2023-09-27 17:07:35,0,12,1,1,1205002,2,2018,0,,283844,74206,50.55602,-3.641131,School/College/University (in house),Education,Private Use,Private
4,30013126,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,2017-09-26 11:34:05,2024-02-08 14:52:38,0,12,1,1,30006712,2,2013,0,,464880,103275,50.82538,-1.080209,Trust,Trust,Pay and Play,Public Access
3,30013183,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,Lift to the gym.,1,1,1,1,1,4001,4,3,,1,2017-09-21,,,,2017-09-29 11:12:10,2023-11-13 09:36:20,0,12,1,1,1004876,2,2017,0,,472869,172025,51.44254,-0.9529129,School/College/University (in house),Education,Pay and Play,Public Access
1,30014197,2,2,2,2,2,2,4,1,1,2018,1,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,2017-09-07,,,,2018-01-23 11:05:12,2023-11-14 10:14:29,0,12,1,1,30006988,2,2017,0,,409564,552500,54.8672,-1.852522,Sport Club,Others,Sports Club / Community Association,Public Access
2,30014436,2,2,2,2,2,2,3,1,0,,0,,1,0,1,1,1,,1,1,0,1,1,4004,4,3,,1,,,,,2018-01-31 08:58:55,2024-03-05 09:17:48,0,12,1,1,1008087,2,2010,0,,583189,270392,52.30111,0.685263,School/College/University (in house),Education,Registered Membership use,Public Access
2,30014634,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,Lift.,1,1,1,1,1,4002,4,3,,1,,,,,2018-02-14 08:52:05,2023-08-23 11:37:52,0,12,1,1,1009192,2,2011,0,,485491,148303,51.22752,-0.7770351,Commercial Management,Commercial,Registered Membership use,Public Access
3,30014970,2,2,2,2,2,2,5,0,0,,0,,1,1,1,1,1,Ramps,1,1,1,1,1,4001,4,3,,1,,,,,2018-03-09 09:32:34,2024-01-11 11:21:03,0,12,1,1,1003202,2,2012,1,,515892,148846,51.22705,-0.3416462,School/College/University (in house),Education,Sports Club / Community Association,Public Access
