Dimensions Estimate,Facility ID,Length,Rinks,Area,Width,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,2008886,37.8,4,699.0,18.48,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-25 15:57:51,1,12,1,1,1010985,2,1988,0,2015,244145,129375,51.04253,-4.224599,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008887,36.0,6,1296.0,36.0,1,1,2006,0,,1,1,1,1,1,2 Disabled parking bays,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-25 12:16:58,1,12,1,1,1010986,2,1990,0,2001,474736,264942,52.27757,-0.9059905,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008888,36.5,3,548.0,15.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-18 13:20:04,0,12,1,1,1010987,2,2000,0,,571426,282896,52.41721,0.5193118,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008889,36.0,6,900.0,25.0,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-08-09 08:58:52,1,12,1,1,1010988,2,1993,0,2003,563536,103106,50.80443,0.31956,Sport Club,Others,Registered Membership use,Public Access
0,2008890,36.0,8,1296.0,36.0,1,1,2005,1,,1,1,1,1,1,We have been accredited with the Disability Bowls Mark from Disability Bowls England,1,1,1,1,1,3002,3,3,,1,,,,,,2023-05-30 11:09:07,1,12,1,1,1010989,2,1971,0,2019,496483,369208,53.21121,-0.5567205,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008891,36.57,8,1317.0,36.0,1,1,2006,0,,1,1,1,1,1,"Parking: 2 designated bays, Finding/Reaching Entrance: Ramp",1,1,1,1,1,3002,3,3,,1,,,,,,2024-01-19 13:49:22,1,12,1,1,1010990,2,1991,0,2015,461949,152298,51.26648,-1.113441,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008892,36.0,4,666.0,18.5,1,1,2009,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2024-01-17 14:33:58,1,12,1,1,1010991,2,1986,0,2016,653792,291664,52.46391,1.734771,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008893,36.0,8,1296.0,36.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-21 14:09:34,1,12,1,1,1010992,2,1988,0,2015,509775,222803,51.89299,-0.406141,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008894,36.27,6,1017.0,28.04,1,1,2006,1,,1,1,1,1,1,Parking: 2 Designated bays,1,1,1,1,1,3002,3,3,,1,,,,,,2023-08-15 10:34:21,1,12,1,1,1010993,2,1986,0,2002,378108,246063,52.11246,-2.321093,Trust,Trust,Sports Club / Community Association,Public Access
0,2008895,36.0,8,1382.0,38.4,1,1,2011,0,,1,1,1,1,1,Assisted door ,1,1,1,1,1,3002,3,3,,1,,,,,,2023-07-20 11:08:00,1,12,1,1,1010994,2,1985,0,2014,474172,318377,52.75795,-0.9023542,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008896,36.0,4,677.0,18.8,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-01-30 11:36:06,1,12,1,1,1010995,2,1993,0,2013,296131,112875,50.90596,-3.478648,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008897,36.6,8,1259.0,34.4,1,1,1995,0,,1,1,1,1,1,"Parking: 8 bays, Finding/Reaching Entrance: Ramp, Social Areas: Wheelchair lift",1,1,1,1,1,3002,3,3,Summer Times - 09:30-15:30,1,,,,,,2023-11-10 16:10:28,0,12,1,1,1010996,2,1973,0,,546256,259246,52.21204,0.1392401,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008898,36.0,6,1116.0,31.0,1,1,2004,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-14 10:50:15,1,12,1,1,1010997,2,1978,0,2004,560130,101730,50.79302,0.270663,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008899,36.5,3,460.0,12.6,1,0,,0,999,1,1,1,1,1,,1,1,0,0,1,3002,3,5,,1,,,,2017-03-21,,2024-02-08 15:32:47,1,12,1,1,1010998,2,1986,0,2004,402043,78504,50.60624,-1.972471,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008900,36.0,8,1296.0,36.0,1,1,1999,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,Summer opening times (May-September)- Everyday: 08:00-14:00.,1,,,,,,2024-01-12 09:59:43,1,12,1,1,1010999,2,1988,0,2009,636812,171351,51.39175,1.402587,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008901,36.0,6,1037.0,28.8,1,1,2002,0,,0,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-22 10:48:10,1,12,1,1,1011000,2,1983,0,2002,529061,138024,51.12696,-0.1570279,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008903,35.1,4,632.0,18.0,1,0,,0,,0,0,1,0,1,,1,0,1,0,0,3002,3,3,,1,,,,,,2023-05-16 09:22:14,1,12,1,1,1011002,2,1979,0,2002,446442,147412,51.22401,-1.336322,Trust,Trust,Registered Membership use,Public Access
0,2008905,36.4,6,972.0,26.7,1,1,2004,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-07-24 14:15:45,1,12,1,1,1011004,2,1964,0,1998,611585,301809,52.57295,1.120973,Sport Club,Others,Registered Membership use,Public Access
0,2008906,35.2,3,444.0,12.6,1,1,2002,0,,1,0,1,1,1,,1,1,1,1,0,3002,3,3,,1,,,,,,2024-02-07 13:24:09,1,12,1,1,1011005,2,1974,0,2007,355498,116482,50.94604,-2.634829,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008907,36.5,9,1478.0,40.5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-28 11:27:29,1,12,1,1,1011006,2,1973,0,2014,457786,449998,53.94289,-1.121153,Sport Club,Others,Registered Membership use,Public Access
0,2008909,38.4,5,845.0,22.0,1,1,2018,0,,1,1,1,1,1,Bowlers must use approved wheelchairs on the playing surface,1,1,1,1,1,3002,3,3,Newly installed LED lighting system above the playing surface.,1,,,,,,2024-01-30 11:02:51,1,12,1,1,1011008,2,1962,0,2019,512121,103490,50.82011,-0.4096322,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008910,36.6,6,988.0,27.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-14 11:23:32,1,12,1,1,1011009,2,1948,0,2005,513906,103423,50.81915,-0.3843288,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008911,36.0,7,1134.0,31.5,1,1,2015,0,,1,1,1,1,1,"Parking: Reserved parking, Doorways: Auto-sliding doors",1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-21 14:04:04,1,12,1,1,1011010,2,1981,0,2015,474236,171370,51.43648,-0.9333823,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008912,36.0,5,1044.0,29.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,Club open everyday during season (mid-September to mid-April),1,,,,,,2024-03-08 12:30:15,0,12,1,1,1011011,2,2002,0,,527729,296012,52.547,-0.117768,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008913,33.56,2,363.0,10.82,0,0,,0,,1,0,1,1,1,,0,0,1,1,1,3002,3,3,,1,,,,,,2024-03-21 14:18:20,1,12,1,1,1011012,2,1981,0,2006,334022,161942,51.35271,-2.948833,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008914,34.2,3,492.0,14.4,1,1,2002,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-10-27 11:37:38,1,12,1,1,1011013,2,1952,0,2015,567160,275827,52.35503,0.4531235,Sport Club,Others,Registered Membership use,Public Access
0,2008915,36.6,5,856.0,23.4,1,1,2015,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-12-06 14:10:32,1,4,9,2,1011014,2,1983,0,2006,415351,183149,51.54703,-1.780006,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008916,43.6,6,1600.0,36.7,1,0,,0,,1,1,1,1,1,Stair Lift.,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-12 09:26:31,1,12,1,1,1011015,2,1972,0,2010,500170,150704,51.24673,-0.5661972,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008917,36.5,6,986.0,27.0,1,1,2006,0,,1,1,1,1,1,Parking: Drop off point at front doors,1,0,1,1,1,3002,3,3,,1,,,,,,2024-01-30 11:30:14,1,12,1,1,1011016,2,1985,0,2004,447981,165636,51.38775,-1.31183,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008919,36.0,3,518.0,14.4,1,1,2007,0,,1,1,1,1,1,Parking: 3 bays,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-13 11:41:40,1,12,1,1,1011018,2,1971,0,2008,601030,213474,51.78381,0.9131253,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008920,38.0,6,1064.0,28.0,1,0,,0,,1,0,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-09-20 14:36:55,1,12,1,1,1011019,2,1911,0,2007,488624,268415,52.30672,-0.7015688,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008921,42.0,1,227.0,5.4,1,1,2003,0,,1,1,1,1,1,,1,0,1,1,1,3002,3,3,,1,,,,,,2024-03-21 14:22:23,1,12,1,1,1011020,2,1907,0,2007,313105,120780,50.97985,-3.239184,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008922,34.2,2,349.0,10.2,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-09 10:10:48,1,12,1,1,1011021,2,1986,0,2016,366891,76673,50.58883,-2.469064,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008923,36.0,6,1008.0,28.0,1,0,,0,,1,0,1,1,1,"Doorways: Wide enough for wheelchairs, Toilets: Separate disabled toilet.",1,0,1,1,1,3002,3,3,,1,,,,,,2023-11-13 10:26:49,1,12,1,1,1011022,2,1991,0,2013,511177,200800,51.69495,-0.3928221,Sport Club,Others,Pay and Play,Public Access
0,2008924,36.0,6,972.0,27.0,1,1,2004,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-24 09:44:48,1,12,1,1,1011023,2,1985,0,2010,546107,123738,50.9945,0.08063769,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008925,36.0,6,994.0,27.6,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-12 10:03:25,1,12,1,1,1011024,2,1996,0,2019,414494,251993,52.16603,-1.7895,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008926,34.2,4,575.0,16.8,1,1,2005,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-09 12:09:28,1,12,1,1,1011025,2,1994,0,2007,653740,296271,52.50526,1.737512,Commercial Management,Commercial,Registered Membership use,Public Access
0,2008927,36.0,6,1008.0,28.0,1,0,,0,,1,1,1,1,1,Finding/Reaching Entrance: Ramp,1,0,1,0,1,3002,3,3,,1,,,,,,2023-11-23 11:22:47,0,12,1,1,1011026,2,1990,0,,473616,98855,50.7846,-0.9570703,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008928,34.2,2,164.0,4.8,1,0,,0,,1,1,1,1,1,"2 Defibrillators - There is full disability access 
",1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-21 14:30:32,1,12,1,1,1011027,2,1969,0,2022,307631,143048,51.17917,-3.322843,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008929,34.75,4,614.0,17.68,1,0,,0,,1,0,1,1,1,,1,0,1,1,1,3002,3,3,,1,,,,,,2024-06-07 10:31:26,1,12,1,1,1011028,2,1992,0,2000,625642,222284,51.85352,1.275087,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008931,35.0,1,203.0,5.8,1,0,,0,,1,0,1,1,1,,0,0,1,1,0,3002,3,3,,1,,,,,,2023-05-24 11:56:09,1,12,1,1,1011031,2,1900,0,1999,332242,161812,51.35132,-2.974373,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008932,36.0,3,443.0,12.3,1,1,2015,0,,1,0,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-26 10:01:16,1,12,1,1,1011032,2,1966,0,2005,348633,136376,51.12434,-2.73537,Community Organisation,Others,Sports Club / Community Association,Public Access
0,2008933,36.0,6,972.0,27.0,1,1,2000,0,,1,0,1,1,1,,0,1,1,0,1,3002,3,3,,1,,,,,,2023-05-31 11:50:40,1,12,1,1,1011033,2,1968,0,2003,464875,103215,50.82484,-1.080291,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008934,35.1,6,948.0,27.0,1,1,2006,0,,1,1,1,1,1,Wheel chairs always available for indoor bowls,1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-08 09:32:10,1,12,1,1,1011034,2,1996,0,2004,554696,237494,52.01433,0.2527998,Sport Club,Others,Registered Membership use,Public Access
0,2008935,36.0,9,1490.0,41.4,1,0,,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-10-02 12:10:05,1,12,1,1,1011035,2,1973,0,2006,546000,208864,51.75944,0.1140679,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008937,34.2,6,882.0,25.8,1,1,1999,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-01-17 09:45:32,1,12,1,1,1011037,2,1976,0,1999,564325,176240,51.46129,0.3640814,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008938,36.0,4,648.0,18.0,1,0,,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-12-06 09:18:56,1,12,1,1,1011038,2,1979,0,2022,288952,61597,50.44366,-3.5653,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008939,36.0,4,658.0,18.28,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-12 10:16:18,1,12,1,1,1011039,2,1994,0,2009,291907,65177,50.4764,-3.524733,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008941,36.58,3,579.0,15.84,1,1,2015,0,,1,0,1,1,1,,0,1,1,1,0,3002,3,3,,1,,,,,,2024-03-21 14:33:22,1,12,1,1,1011041,2,1932,0,2006,532511,175243,51.46066,-0.09395427,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008943,40.0,6,736.0,18.4,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,Summer opening hours in public notes.,1,,,,,,2023-11-16 14:49:06,1,12,1,1,1011043,2,1990,0,2005,424019,303460,52.62839,-1.646572,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008944,36.0,3,486.0,13.5,1,1,2015,0,,1,1,0,1,1,Bowling chair for rink access. Level ground Wheelchair access to indoor and outdoor bowling greens,0,0,1,1,1,3002,3,3,,1,,,,,,2024-03-21 14:43:28,1,12,1,1,1011044,2,1984,0,2015,322712,124040,51.01053,-3.103054,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008945,36.6,6,1098.0,30.0,1,0,,0,,1,1,1,1,1,4 disabled parking bays. ,1,1,1,1,1,3002,3,3,,1,,,,,,2023-06-07 13:06:12,1,12,1,1,1011045,2,1996,0,2013,324758,123888,51.00943,-3.073869,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008946,36.6,4,659.0,18.0,1,1,1999,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-12-05 12:47:56,1,12,1,1,1011046,2,1996,0,2002,538773,318289,52.74445,0.05434876,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008947,36.6,6,1050.0,28.7,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,"Winter opening times:
Monday-Friday: 09:30-22:00
Weekends: 09:00- 18:00",1,,,,,,2024-03-21 14:56:39,1,12,1,1,1011047,2,2001,0,2006,590056,164841,51.35086,0.727948,Sport Club,Others,Pay and Play,Public Access
0,2008948,36.0,3,522.0,14.5,1,1,2005,0,,1,0,1,1,1,,1,0,0,0,1,3002,3,3,,1,,,,,,2024-02-12 11:04:22,1,12,1,1,1011049,2,1965,0,2008,605728,257706,52.17924,1.00764,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008949,38.0,4,730.0,19.2,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-18 15:34:53,1,12,1,1,1011050,2,1975,0,2002,587132,240896,52.03491,0.7267811,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008950,36.9,6,996.0,27.0,1,1,2006,0,,1,1,1,1,1,"Parking and toilet facilities and access to all areas i.e. rinks, bar and restaurant as building is ground floor only.",1,1,1,1,1,3002,3,3,,1,,,,,,2023-06-29 11:38:51,1,12,1,1,1011051,2,1982,0,2014,525377,162580,51.34848,-0.2010596,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008952,36.0,7,1058.0,29.4,1,0,,2,999,1,0,1,1,1,,1,1,1,1,1,3002,3,5,,1,,,,2017-05-01,,2017-05-02 16:41:38,1,12,1,1,1011053,2,1994,0,2015,563737,189962,51.58473,0.3620011,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008953,36.0,8,1224.0,34.0,1,1,2000,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2024-03-21 14:59:11,1,12,1,1,1011055,2,1975,0,2000,517641,259830,52.22413,-0.2791491,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008954,36.4,6,1026.0,28.2,1,0,,0,,1,1,1,1,1,Ramped access to playing surface. Two specially equipped wheelchairs are available for use on the playing surface as required.,1,1,1,1,1,3002,3,3,,1,,,,,,2024-06-12 16:05:43,1,12,1,1,1011056,2,1989,0,2020,501841,307023,52.65141,-0.4959941,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008955,36.0,8,1296.0,36.0,1,1,2003,0,,1,1,1,1,1,,0,1,1,0,1,3002,3,3,,1,,,,,,2024-03-21 15:03:15,1,12,1,1,1011057,2,1979,0,2015,419242,552587,54.86771,-1.701718,Sport Club,Others,Pay and Play,Public Access
0,2008956,33.3,3,450.0,13.5,1,1,1995,0,,0,0,0,0,0,Steps and narrow hall ways with tight corners.,0,0,0,0,0,3002,3,3,,1,,,,,,2024-01-18 09:59:31,1,12,1,1,1011058,2,1964,0,1995,425196,533392,54.69495,-1.610619,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008958,40.0,3,600.0,15.0,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,'Carpet was stretched about 6 months ago' - Brian.,1,,,,,,2024-03-05 12:19:43,1,12,1,1,1011060,2,1986,0,2019,333176,159733,51.33274,-2.960565,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008959,42.2,8,1810.0,42.9,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-05-18 09:09:31,0,12,1,1,1004431,2,2003,0,,430230,429911,53.76469,-1.5429,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,2008960,36.0,8,1296.0,36.0,1,1,2006,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,Winter Opening Times: Everyday 10 until 22:30,1,,,,,,2023-09-20 14:22:00,1,12,1,1,1011062,2,1982,0,2015,437635,566320,54.99006,-1.413369,Sport Club,Others,Registered Membership use,Public Access
0,2008961,34.2,3,441.0,12.9,1,1,2004,0,,1,1,1,1,1,4 Person disabled Lift,1,1,1,0,1,3002,3,3,,1,,,,,,2024-01-08 08:48:46,1,12,1,1,1011063,2,1970,0,2014,587861,186545,51.54652,0.7079769,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008962,36.0,6,1001.0,27.8,1,1,2003,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-06-06 08:10:46,1,12,1,1,1011064,2,1990,0,2003,507238,345793,52.99876,-0.4035398,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008963,36.0,4,605.0,16.8,1,1,1992,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-10-20 14:47:26,1,4,9,2,1011065,2,1971,0,2018,649776,277221,52.33618,1.66502,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008964,38.0,8,1368.0,36.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-18 14:06:40,0,12,1,1,1011066,2,1996,0,,413677,277908,52.39904,-1.800401,Trust,Trust,Sports Club / Community Association,Public Access
0,2008965,35.0,3,431.0,12.3,1,1,2014,0,,1,0,1,1,1,,1,1,1,1,0,3002,3,3,,1,,,,,,2023-12-20 10:52:02,1,12,1,1,1011067,2,1972,0,2003,312488,87517,50.68069,-3.240025,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008966,36.0,6,994.0,27.6,1,1,2006,0,,1,1,1,1,1,"Parking: Designated Bay, Finding/Reaching Entrance: No Steps, Emergency Exits: Handrails & wheelchair is available.",1,1,1,1,1,3002,3,3,Bowls Club Mainly open Morning and Evenings in the Summer.,1,,,,,,2024-03-21 15:13:22,1,12,1,1,1011068,2,1978,0,2006,555555,363287,53.14405,0.3243003,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008967,36.0,4,648.0,18.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-21 15:20:43,1,12,1,1,1011069,2,1989,0,2002,469978,232606,51.98752,-0.9823554,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008968,35.1,6,948.0,27.0,1,1,2004,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-07-05 07:51:39,1,12,1,1,1011070,2,1988,0,2013,460649,430856,53.77054,-1.081314,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008969,35.7,8,1285.0,36.0,1,1,2004,0,,1,1,1,1,1,"Finding/Reaching Entrance: Ramp, Activity Areas: Lift",1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-04 11:03:10,1,12,1,1,1011071,2,1990,0,2014,553490,155458,51.2776,0.199267,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008970,36.0,4,558.0,15.5,1,1,2003,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-07-19 10:54:49,1,12,1,1,1011072,2,1969,0,1997,624769,282609,52.39534,1.302252,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008971,36.0,6,972.0,27.0,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-04 10:07:34,1,12,1,1,1011073,2,1988,0,2012,494882,268048,52.30238,-0.6099166,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008972,38.4,5,960.0,25.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-06-26 11:48:00,1,12,1,1,1011074,2,1987,0,2001,479682,471653,54.13457,-0.7819771,Community Organisation,Others,Sports Club / Community Association,Public Access
0,2008973,36.5,8,1354.0,37.1,1,1,2006,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,1 rink is now 2 shorter mat rings.,1,,,,,,2023-07-18 12:18:47,1,12,1,1,1011075,2,1989,0,2003,503867,489529,54.29086,-0.4058004,Commercial Management,Commercial,Pay and Play,Public Access
0,2008974,35.1,6,1011.0,28.8,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-06 11:17:04,1,12,1,1,1011076,2,1989,0,2006,615028,314269,52.68344,1.1798,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008975,36.0,6,972.0,27.0,1,1,2003,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-05 14:17:21,1,12,1,1,1011077,2,1986,0,2003,560080,138823,51.12632,0.2862568,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008976,36.0,8,1296.0,36.0,1,1,2002,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,"September-April: centre open 7 days 
May-August: centre open 4 days",1,,,,,,2024-02-23 16:12:43,1,12,1,1,1011078,2,1974,0,2014,450950,274533,52.3665,-1.253138,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008977,34.2,6,813.0,23.76,1,1,2022,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2023-06-14 16:02:57,1,12,1,1,1011079,2,1934,0,2003,518956,175076,51.46217,-0.28903,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008978,36.0,4,648.0,18.0,1,1,2016,0,,1,0,1,1,1,,1,1,1,1,0,3002,3,3,,1,,,,,,2023-10-10 11:14:14,1,12,1,1,1011080,2,1985,0,1995,584070,264374,52.24677,0.6948878,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008979,36.0,8,1296.0,36.0,1,1,2005,0,,1,1,1,1,1,Parking: 3 disabled parking bays available,1,1,1,1,1,3002,3,3,"Open Everyday  09:00  22:30 7 months a Year, in Summer months only open 6 days a week.",1,,,,,,2024-02-07 12:45:12,1,12,1,1,1011081,2,1987,0,2008,519363,230410,51.95938,-0.2642373,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008980,36.0,8,1296.0,36.0,1,1,2000,0,,1,1,1,1,1,Parking: 2 bays,1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-14 12:22:28,1,12,1,1,1011082,2,1989,0,2000,576830,168958,51.39211,0.5402699,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2008981,36.0,2,302.0,8.4,1,1,2004,0,,1,0,1,1,1,,1,0,0,0,1,3002,3,3,,1,,,,,,2023-10-12 15:51:19,1,12,1,1,1011083,2,1989,0,2004,331990,141842,51.17175,-2.97419,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008982,40.0,4,640.0,16.0,1,0,,0,,1,1,1,1,1,"Parking: 2 Parking Bays, Emergency Exits: Ramps. 2 x bowling wheelchairs",1,0,1,1,1,3002,3,3,"Suspended ceiling with LED Lighting fitted, carpet renewed (2018).
Bradshaw bowls buggy. Credited to Sport England C.A.F.",1,,,,,,2023-10-02 14:12:22,1,12,1,1,1011084,2,1996,0,2018,460603,524175,54.60913,-1.063248,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008984,36.5,14,2300.0,63.0,1,1,2013,0,,0,1,1,1,1,Bridge to Pool and Gradual Steps,1,1,1,0,1,3002,3,3,,1,,,,,,2023-08-29 13:41:10,0,12,1,1,1001219,2,1986,0,,653248,299596,52.53532,1.732809,Commercial Management,Commercial,Registered Membership use,Public Access
